Symbol,Price,Name,Country,52W Low,52W High,Wall Street Ratings,Market Cap,EV,Shares Outstanding,Institutional Shares,Insider %,Total Debt,Total Cash,Industry,Business Summary
TSMRF,22.7404,Tsumura & Co.,Japan,22.7404,28.15,-,1970215300,2606810400,74544910,31397958,0.0009242750196016059,864495100,443583244.482184,Drug Manufacturers - Specialty & Generic,"Tsumura & Co. engages in the production and sale of Kampo extract intermediates and granular Kampo formulations in Japan and internationally. The company offers products for female problems, proneness to fatigue, skin problems, gastrointestinal problems, obesity, constipation and hemorrhoids, as well as body aches, children's sickness, stress, urinary problems, and cold, cough, and nasal and throat inflammation symptoms. It also offers over-the-counter Kampo medicines. The company was founded in 1893 and is headquartered in Tokyo, Japan."
VETOF,87.51,Vetoquinol SA,France,72.0407,87.51,-,1190542000,997759040,11795673,1100147,0.0401949087601869,20891638,213795053.0035336,Drug Manufacturers - Specialty & Generic,"Vetoquinol SA, a veterinary pharmaceutical company, designs, develops, and sells veterinary drugs and non-medicinal products for cattle, pigs, dogs, and cats in Europe, the Americas, and the Asia Pacific region. It offers products in the areas of mobility, pain, and inflammation; dermatology, hygiene, and care; anti-parasite; udder health; antibiotics; reproduction; behavior management; internal medicine; and cardio-nephrology. The company was founded in 1933 and is headquartered in Lure, France. Vetoquinol SA is a subsidiary of Soparfin SCA."
KKPCF,26,"Kaken Pharmaceutical Co., Ltd.",Japan,23.65,28.121,-,1045798200,776444000,37868340,11157368,0.05012630603823669,24580378,292653340.0583544,Drug Manufacturers - Specialty & Generic,"Kaken Pharmaceutical Co., Ltd. produces, markets, and sells medical products, medical devices, and agrochemicals in Japan and internationally. The company offers pharmaceutical products and medical devices, such as Clenafin, a topical treatment for onychomycosis; Artz, an anti-osteoarthritis agent; Fiblast, a wound-healing agent; Ecclock for the treatment of primary axillary hyperhidrosis; Regroth, a periodontal regenerative agent; Hernicore for the treatment of lumbar disc herniation; and Seprafilm, an adhesion barrier used primarily in surgery and gynecology to reduce complications from post-operative adhesions. It also provides agrochemicals and animal health products, including Polyoxins, that are used as fungicides; Pentoxazone and Metamifop rice herbicides; Salinomycin, an anti-coccidial feed additive for chickens; and Uroston, a urinary stone dissolution and elimination acceleration agent for cattle. In addition, the company is developing KMW-1 for the removal of eschar; KAR, which is in phase III clinical trial for the treatment of head lice; KP-001, which is in phase III clinical trial for the treatment of refractory vascular malformations; Seladelpar that is in phase III clinical trial for primary biliary cholangitis; KP-483, which is in phase I clinical trial for the treatment of solid tumors; NM26-2198 that is in phase I clinical trial for the treatment of atopic dermatitis; KP-910, which is in phase I clinical trial for peripheral neuropathic pain; and Tildacerfont, which is in phase I clinical trial for congenital adrenal hyperplasia. Further, it is involved in the rental of Bunkyo Green Court. The company has a collaboration and licensing agreement with Alumis Inc. to develop, manufacture, and commercialize ESK-001, a selective oral tyrosine kinase 2 (TYK2) inhibitor for dermatology indications in Japan. Kaken Pharmaceutical Co., Ltd. was founded in 1917 and is headquartered in Tokyo, Japan."
MMDCF,-,Mind Medicine (MindMed) Inc. WT EXP 010724,United States,-,-,-,1718986900,1550901900,98509280,65195533,0.00975997398174034,40985000,209070000,,
NWPHF,9.36,Newron Pharmaceuticals S.p.A.,Italy,9.36,9.36,-,488810340,500120100,20014584,2890499,0.10539673942777229,61915196,50877502.94464076,,"Newron Pharmaceuticals S.p.A., a biopharmaceutical company, discovers and develops novel therapies for patients with diseases of the central and peripheral nervous system in Italy and the United States. It offers Xadago (safinamide), a chemical entity for the treatment of Parkinson's in the European Union, the United Kingdom, the United States, Latin America, Switzerland, and Japan. The company's lead compound includes Evenamide, an add-on therapy for the treatment of Schizophrenia and treatment-resistant schizophrenia, which is in Phase III clinical trial; and Ralfinamide for the treatment of rare neuropathic pain indication. It has a strategic partnership with Zambon and Meiji Seika Pharma Co., Ltd. for the commercialization of safinamide. The company was founded in 1999 and is headquartered in Bresso, Italy."
NURPF,8.525,Neuren Pharmaceuticals Limited,Australia,6.6,14.7965,-,1094448800,882956160,126639530,29059704,0.0390606642036863,-,197141634.8558642,Biotechnology,"Neuren Pharmaceuticals Limited, a biopharmaceutical company, develops drugs for the treatment of neurological disorders. It develops and commercializes DAYBUE (trofinetide) for the treatment of Rett syndrome in adults and pediatric patients 2 years of age and older, as well as in Phase 2 clinical trial to treat Fragile X syndrome. The company also develops NNZ-2591, which has completed Phase 2 clinical trial for the treatment of Phelan-McDermid; and in Phase 2 clinical trial for the treatment of Angelman and Pitt Hopkins. In addition, it develops NNZ-2591, which is in Preclinical trial stage for the treatment of Prader-Willi syndrome. The company was incorporated in 2001 and is based in Hawthorn East, Australia."
RECEF,0.22,Recce Pharmaceuticals Ltd,Australia,0.22,0.6,-,116383920,116442390,289183420,42919822,0.2479885102127328,7087170,7032670.132947216,Biotechnology,"Recce Pharmaceuticals Ltd, discovers, develops, and commercializes synthetic antiinfectives in Australia, the United Kingdom, and the United States. The company's lead candidate is RECCE 327 (R327) for the treatment of life-threatening bacterial infections. In addition, its product pipeline comprises R327 Intravenous, which is in Phase I and Phase I/II clinical trial for the treatment of urinary tract infections/urosepsis; and R327 Topical Gel, which is Phase II clinical trial for the treatment of acute bacterial skin and skin structure infections, as well as is in Phase I/II clinical trials for topical wound infections and diabetic foot infections. The company has strategic partnership with Murdoch Children's Research Institute for development of the Acinetobacter baumannii and Mycobacterium abscessus; and cooperative research and development agreement with the United States Army Medical Research Institute of Infectious Diseases (USAMRIID) to be tested against highly hazardous pathogens. The company was formerly known as Recce Limited and changed its name to Recce Pharmaceuticals Ltd in November 2017. Recce Pharmaceuticals Ltd was incorporated in 2007 and is headquartered in Sydney, Australia."
UNBSF,0.0036,Uni-Bio Science Group Limited,Hong Kong,0.0036,0.004,-,83956580,73563930,5971228000,5739300,0.47866935103392555,14530775,24888407.07468573,Biotechnology,"Uni-Bio Science Group Limited, an investment holding company, researches and develops, manufactures, and sells biological and chemical pharmaceutical products to treat human diseases in the People's Republic of China. It operates through Chemical Pharmaceutical Products, Biological Pharmaceutical Products, and Pipeline Products segments. The company provides BOGUTAI, a disposable injection pen for the treatment of osteoporosis; GeneTime, a prescription biological drug for wound healing; GeneSoft, a therapeutic drug for dry eye syndrome, corneal damage, and post-operative healing; Pinup, a voriconazole tablet to treat invasive aspergillosis and fungal infections; and Boshutai, an oral medication for the treatment of diabetes. It also develops prescription drugs, such as UOS003(oral PTH) for the treatment of osteoporosis; Uni-GLP-1, a non-insulin treatment candidate that stimulates the incretin pathway for the treatment of type 2 diabetes and obesity; and pre-clinical stage biopharmaceutical products for wound care and ophthalmology. In addition, the company offers contract manufacture organization services. Uni-Bio Science Group Limited was incorporated in 2001 and is headquartered in Sha Tin, Hong Kong."
RPGLF,0.125,Regent Pacific Group Limited,Hong Kong,0.0007,0.4333,-,36553856,38181340,291815780,-,0.6846467508738098,1769000,147000,Drug Manufacturers - Specialty & Generic,"Regent Pacific Group Limited, an investment holding company, focuses on healthcare and life sciences sectors in Europe, the United States, and the Asia Pacific. The company operates through Biopharma and Corporate Investment segments. It is involved in the research, development, manufacturing, marketing, and sale of pharmaceutical products for the treatment and management of urological disorders; and development of AI system for the field of biological aging clocks, at the molecular, cellular, tissue, organ, system, physiological, and psychological levels. The company also invests in listed and unlisted corporate entities. In addition, it provides management services. The company was formerly known as Endurance RP Limited and changed its name to Regent Pacific Group Limited in July 2023. Regent Pacific Group Limited was founded in 1991 and is headquartered in Central, Hong Kong."
SENOF,-,Sensorion SA,France,-,-,-,116728990,51347996,300347230,34830515,0,1824499.4,67213191.99057715,,
SEOVF,0.1013,Sernova Biotherapeutics Inc,Canada,0.0867,0.165,-,34644980,37935204,339105060,150000,0.04053825666730465,3403562,188944.4226587288,Biotechnology,"Sernova Biotherapeutics Inc operates as a clinical-stage biotechnology company in Canada. The company develops regenerative medicine therapeutics comprising proprietary Cell Pouch, a bio-hybrid organ system to replicate natural body functions. Its Cell Pouch creates vascularized organs for the longevity and functionality of therapeutic cells and ensures containment for retrievability. Sernova Biotherapeutics Inc was formerly known as Sernova Corp. and changed its name to Sernova Biotherapeutics Inc in February 2025. Sernova Biotherapeutics Inc is based in Mississauga, Canada."
