Symbol,Company_Name,Asset_Name,Highest_Phase,Market_Status,Active_Trial_Count,Next_Catalyst_Date,Mechanism_of_Action,Therapeutic_Area,Detailed_Conditions,Trial_NCTIds
OTLK,"Outlook Therapeutics, Inc.",bevacizumab,PHASE3,Marketed,1,Passed,VEGF inhibitor,"Ophthalmology, Metabolic/Endocrinology",Age-Related Macular Degeneration; Neovascular Age-related Macular Degeneration; Wet Macular Degeneration; BRVO - Branch Retinal Vein Occlusion; Diabetic Macular Edema,NCT05112861
PBH,Prestige Consumer Healthcare Inc.,Bevacizumab,PHASE3,Marketed,1,Passed,VEGF inhibitor,"Respiratory, Others",Lung Cancer; Non-small Cell Lung Cancer,NCT03390686
PBH,Prestige Consumer Healthcare Inc.,Carboplatin,PHASE3,Marketed,1,Passed,Platinum-based chemotherapy,"Respiratory, Others",Lung Cancer; Non-small Cell Lung Cancer,NCT03390686
PBH,Prestige Consumer Healthcare Inc.,HD204,PHASE3,Investigational,1,Passed,Unknown,"Respiratory, Others",Lung Cancer; Non-small Cell Lung Cancer,NCT03390686
PBH,Prestige Consumer Healthcare Inc.,Paclitaxel,PHASE3,Marketed,1,Passed,Microtubule inhibitor,"Respiratory, Others",Lung Cancer; Non-small Cell Lung Cancer,NCT03390686
PBIGF,Paradigm Biopharmaceuticals Limited,0.9%),PHASE3,Investigational,1,Passed,Unknown,Musculoskeletal,Osteoarthritis; Knee,NCT04809376
PBIGF,Paradigm Biopharmaceuticals Limited,Pentosan Polysulfate Sodium Fixed Dose,PHASE3,Investigational,1,Passed,Unknown,Musculoskeletal,Osteoarthritis; Knee,NCT04809376
PBIGF,Paradigm Biopharmaceuticals Limited,Pentosan Polysulfate Sodium once weekly,PHASE3,Investigational,1,Passed,Unknown,Musculoskeletal,Osteoarthritis; Knee,NCT04809376
PCRX,"Pacira BioSciences, Inc.",0.25% bupivacaine (HCl):,PHASE3,Investigational,1,2029-08-31,Local anesthetic,Pain,Total Ankle Arthroplasty; Postsurgical Analgesia,NCT07212114
PCRX,"Pacira BioSciences, Inc.",Exparel,PHASE3,Marketed,1,Passed,Liposomal local anesthetic,Pain,Chronic Shoulder Pain,NCT03739021
PCRX,"Pacira BioSciences, Inc.",Ropivacaine,PHASE3,Marketed,1,Passed,Local anesthetic,Pain,Chronic Shoulder Pain,NCT03739021
PCRX,"Pacira BioSciences, Inc.",ZILRETTA,PHASE3,Marketed,1,2026-08-31,Corticosteroid (triamcinolone acetonide extended-release microspheres),"Musculoskeletal, Pain",Glenohumeral Osteoarthritis,NCT06269705
PCVX,"Vaxcyte, Inc.",31 valent pneumococcal conjugate vaccine,PHASE3,Investigational,1,2027-01-31,Pneumococcal conjugate vaccine,Infectious Diseases,Pneumococcal Vaccines,NCT07284654
PCVX,"Vaxcyte, Inc.",PCV21,PHASE3,Investigational,1,2027-01-31,Pneumococcal conjugate vaccine,Infectious Diseases,Pneumococcal Vaccines,NCT07284654
PCVX,"Vaxcyte, Inc.",Seasonal Influenza Vaccine (SIV) (Flublok),PHASE3,Investigational,1,2027-03-31,Influenza vaccine,Infectious Diseases,Pneumococcal Vaccines,NCT07365826
PHVS,Pharvaris N.V.,Icatibant,PHASE3,Investigational,1,Passed,Bradykinin B2 receptor antagonist,"Cardiovascular, Urology/Nephrology",Intradialytic Hypotension,NCT05834777
PLYX,"Polaryx Therapeutics, Inc.",PLX-200,PHASE3,Investigational,1,2026-03-31,Unknown,"Rare Disease, Neurology/CNS",Juvenile Neuronal Ceroid Lipofuscinosis,NCT04637282
PRAX,"Praxis Precision Medicines, Inc.",0.5mg elsunersen,PHASE3,Investigational,1,2026-06-30,ASO (antisense oligonucleotide),"Neurology/CNS, Rare Disease",Epileptic Encephalopathy; SCN2A Encephalopathy,NCT07019922
PRAX,"Praxis Precision Medicines, Inc.",1.0mg/kg/day PRAX-562,PHASE3,Investigational,1,2026-07-31,Unknown,"Neurology/CNS, Rare Disease",Developmental and Epileptic Encephalopathy 1,NCT07010471
PRAX,"Praxis Precision Medicines, Inc.",1.5mg/kg/day PRAX-562,PHASE3,Investigational,1,2026-07-31,Unknown,"Neurology/CNS, Rare Disease",Developmental and Epileptic Encephalopathy 1,NCT07010471
PRAX,"Praxis Precision Medicines, Inc.",1mg elsunersen,PHASE3,Investigational,1,2026-06-30,ASO (antisense oligonucleotide),"Neurology/CNS, Rare Disease",Epileptic Encephalopathy; SCN2A Encephalopathy,NCT07019922
PRAX,"Praxis Precision Medicines, Inc.",20mg/day PRAX-628 for-6 weeks then-30mg/day PRAX-628 for remaining-6 weeks,PHASE3,Investigational,1,Passed,Unknown,"Neurology/CNS, Neurology/CNS",Focal Seizure,NCT06999902
PRAX,"Praxis Precision Medicines, Inc.",PRAX-562,PHASE3,Investigational,1,Passed,Unknown,"Neurology/CNS, Rare Disease",SCN2A Encephalopathy; SCN8A Encephalopathy,NCT05818553
PRQR,ProQR Therapeutics N.V.,sepofarsen,PHASE3,Investigational,1,Passed,ASO (antisense oligonucleotide),"Ophthalmology, Rare Disease",Leber Congenital Amaurosis 10; Blindness; Leber Congenital Amaurosis; Vision Disorders; Sensation Disorders; Neurologic Manifestations; Eye Diseases; Hereditary; Eye Disorders Congenital; Retinal Disease,NCT03913143
PRTC,PureTech Health plc,Pirfenidone (PFD),PHASE3,Marketed,1,2029-06-30,Unknown,Respiratory,Idiopathic Pulmonary Fibrosis (IPF),NCT07284602
PTCT,"PTC Therapeutics, Inc.",PTC923,PHASE3,Investigational,1,2026-06-30,Unknown,"Metabolic/Endocrinology, Rare Disease",Phenylketonuria,NCT05166161
PTCT,"PTC Therapeutics, Inc.",Sepiapterin,PHASE3,Investigational,1,2031-02-28,Tetrahydrobiopterin (BH4) precursor,"Metabolic/Endocrinology, Rare Disease",Phenylketonuria,NCT06302348
PTCT,"PTC Therapeutics, Inc.",Vatiquinone,PHASE3,Investigational,1,2027-12-31,Mitochondrial electron transport chain complex I inhibitor,"Neurology/CNS, Rare Disease",Friedreich Ataxia,NCT05515536
PTGX,"Protagonist Therapeutics, Inc.",Rusfertide,PHASE3,Investigational,1,Passed,Hepcidin mimetic,Hematology,Polycythemia Vera,NCT05210790
PTGX,"Protagonist Therapeutics, Inc.",rusfertide,PHASE3,Investigational,1,2026-04-01,Hepcidin mimetic,Hematology,Polycythemia Vera,NCT06033586
PVLA,"Palvella Therapeutics, Inc.",PTX-022,PHASE3,Investigational,1,Passed,Unknown,"Dermatology, Rare Disease",Pachyonychia Congenita,NCT05643872
PVLA,"Palvella Therapeutics, Inc.",QTORIN-3.9% Rapamycin Anhydrous,PHASE3,Investigational,1,Passed,mTOR inhibitor,"Dermatology, Rare Disease",Microcystic Lymphatic Malformation,NCT06239480
RGNX,REGENXBIO Inc.,Aflibercept (EYLEA®),PHASE3,Marketed,1,2026-10-31,VEGF inhibitor,Ophthalmology,AMD; nAMD; Wet Age-related Macular Degeneration; wAMD; WetAMD; CNV,NCT05407636
RGNX,REGENXBIO Inc.,Ranibizumab (LUCENTIS®),PHASE3,Marketed,1,2026-12-31,VEGF inhibitor,Ophthalmology,AMD; nAMD; Wet Age-related Macular Degeneration; wAMD; Wet AMD; CNV; Neovascular AMD; Neovascular Age-related Macular Degeneration; Choroidal Neovascularization,NCT04704921
RNA,"Avidity Biosciences, Inc.",AOC-1001 (del-desiran),PHASE3,Investigational,1,2026-08-31,ASO,"Neurology/CNS, Rare Disease",DM1; Myotonic Dystrophy; Myotonic Dystrophy 1; Myotonia; Myotonic Dystrophy Type 1 (DM1); Dystrophy Myotonic; Myotonic Disorders; Steinert Disease; Steinert; Myotonic Muscular Dystrophy,NCT06411288
ROIV,Roivant Sciences Ltd.,Batoclimab-340 mg SC bi-weekly,PHASE3,Investigational,1,Passed,FcRn inhibitor,"Immunology, Neurology/CNS",Generalized Myasthenia Gravis,NCT05403541
ROIV,Roivant Sciences Ltd.,Batoclimab-680 mg SC weekly,PHASE3,Investigational,1,Passed,FcRn inhibitor,"Immunology, Neurology/CNS",Generalized Myasthenia Gravis,NCT05403541
RVPH,"Reviva Pharmaceuticals Holdings, Inc.",Brilaroxazine,PHASE3,Investigational,1,Passed,D2/5-HT2A antagonist,Neurology/CNS,Schizophrenia,NCT05184335
SABS,"SAB Biotherapeutics, Inc.",Aflibercept,PHASE3,Marketed,1,2028-03-31,VEGF inhibitor,Ophthalmology,Neovascular Age-Related Macular Degeneration (nAMD); Wet AMD,NCT07317934
SABS,"SAB Biotherapeutics, Inc.",Elamipretide,PHASE3,Investigational,1,2027-08-31,Mitochondrial-targeted,"Ophthalmology, Rare Disease",Age Related Macular Degeneration (ARMD),NCT06373731
SABS,"SAB Biotherapeutics, Inc.",Lifileucel plus Pembrolizumab,PHASE3,Investigational,1,2028-03-01,PD-1 antibody,"Immunology, Dermatology",Metastatic Melanoma; Unresectable Melanoma; Melanoma,NCT05727904
SABS,"SAB Biotherapeutics, Inc.",Pembrolizumab with Optional Crossover Period,PHASE3,Investigational,1,2028-03-01,PD-1 antibody,"Immunology, Dermatology",Metastatic Melanoma; Unresectable Melanoma; Melanoma,NCT05727904
SGBCF,"Shanghai Henlius Biotech, Inc.",Atezolizumab + chemotherapy (carboplatin-etoposide),PHASE3,Investigational,1,Passed,PD-L1 antibody,"Immunology, Respiratory",Extensive Stage Small Cell Lung Cancer,NCT05468489
SGBCF,"Shanghai Henlius Biotech, Inc.",Carboplatin,PHASE3,Marketed,1,2031-01-31,Alkylating agent,Others,Squamous NSCLC,NCT07318883
SGBCF,"Shanghai Henlius Biotech, Inc.",Darzalex,PHASE3,Marketed,1,2027-07-31,CD38 antibody,"Hematology, Immunology",Newly Diagnosed Multiple Myeloma,NCT06895512
SGBCF,"Shanghai Henlius Biotech, Inc.",Docetaxel,PHASE3,Marketed,1,2030-01-15,Microtubule inhibitor,"Others, Respiratory",Advanced or Metastatic Squamous Non-Small Cell Lung Cancer,NCT07459751
SGBCF,"Shanghai Henlius Biotech, Inc.",EU-Perjeta®,PHASE3,Marketed,1,Passed,HER2 antibody-drug conjugate,Others,Breast Cancer; Breast Neoplasms; HER2-positive Breast Cancer,NCT05346224
SGBCF,"Shanghai Henlius Biotech, Inc.",EU-sourced Keytruda®,PHASE3,Marketed,1,2027-04-09,PD-1 antibody,"Others, Respiratory",Non-Squamous Non-Small Cell Lung Cancer,NCT06847334
SGBCF,"Shanghai Henlius Biotech, Inc.",EU-sourced YERVOY®,PHASE3,Marketed,1,2027-06-06,CTLA-4 antibody,"Immunology, Gastroenterology",Hepatocellular Carcinoma (HCC),NCT06841185
SGBCF,"Shanghai Henlius Biotech, Inc.",HLX04、,PHASE3,Investigational,1,Passed,Unknown,"Others, Gastroenterology",Metastatic Colorectal Cancer,NCT04547166
SGBCF,"Shanghai Henlius Biotech, Inc.",HLX11,PHASE3,Investigational,1,Passed,HER2 antibody-drug conjugate,Others,Breast Cancer; Breast Neoplasms; HER2-positive Breast Cancer,NCT05346224
SGBCF,"Shanghai Henlius Biotech, Inc.",HLX15-,PHASE3,Investigational,1,2027-07-31,Unknown,"Hematology, Others",Newly Diagnosed Multiple Myeloma,NCT06895512
SGBCF,"Shanghai Henlius Biotech, Inc.",HLX43+HLX07,PHASE3,Investigational,1,2030-01-15,Unknown,"Others, Respiratory",Advanced or Metastatic Squamous Non-Small Cell Lung Cancer,NCT07459751
SGBCF,"Shanghai Henlius Biotech, Inc.",HLX87 + HLX22,PHASE3,Investigational,1,2028-01-15,Unknown,Others,HER2 + Breast Cancer,NCT07294508
SGBCF,"Shanghai Henlius Biotech, Inc.",HLX87+HX22,PHASE3,Investigational,1,2028-09-30,Unknown,Others,HER2 + Breast Cancer,NCT07294534
SGBCF,"Shanghai Henlius Biotech, Inc.",Paclitaxel or Nab-Paclitaxel,PHASE3,Investigational,1,2031-01-31,Chemotherapeutic agent,Others,Squamous NSCLC,NCT07318883
SGBCF,"Shanghai Henlius Biotech, Inc.",Serplulimab + chemotherapy (carboplatin-etoposide),PHASE3,Investigational,1,Passed,PD-1 antibody,"Others, Respiratory",Extensive Stage Small Cell Lung Cancer,NCT05468489
SGBCF,"Shanghai Henlius Biotech, Inc.",T-Dxd + Pertuzumab,PHASE3,Investigational,1,2028-01-15,Antibody-drug conjugate,Others,HER2 + Breast Cancer,NCT07294508
SGBCF,"Shanghai Henlius Biotech, Inc.",TCbHP,PHASE3,Investigational,1,2028-09-30,Unknown,Others,HER2 + Breast Cancer,NCT07294534
SGBCF,"Shanghai Henlius Biotech, Inc.",THP,PHASE3,Investigational,1,2028-01-15,Unknown,Others,HER2 + Breast Cancer,NCT07294508
SGBCF,"Shanghai Henlius Biotech, Inc.",US-sourced YERVOY®,PHASE3,Marketed,1,2027-06-06,PD-1 antibody,"Others, Gastroenterology",Hepatocellular Carcinoma (HCC),NCT06841185
SGBCF,"Shanghai Henlius Biotech, Inc.",carboplatin,PHASE3,Marketed,1,Passed,Chemotherapeutic agent,Others,Triple Negative Breast Cancer,NCT04301739
SGBCF,"Shanghai Henlius Biotech, Inc.",carboplatin/cisplatin-etoposide,PHASE3,Marketed,1,2026-06-30,Chemotherapeutic agent,"Others, Respiratory",Limited-Stage Small Cell Lung Cancer,NCT05353257
SGBCF,"Shanghai Henlius Biotech, Inc.",doxorubicin or epirubicin and cyclophosphamide,PHASE3,Marketed,1,Passed,Chemotherapeutic agent,Others,Triple Negative Breast Cancer,NCT04301739
SGBCF,"Shanghai Henlius Biotech, Inc.",nab-paclitaxel,PHASE3,Marketed,1,Passed,Chemotherapeutic agent,Others,Triple Negative Breast Cancer,NCT04301739
SLGL,Sol-Gel Technologies Ltd.,Patidegib,PHASE3,Investigational,1,2026-08-31,Hedgehog pathway inhibitor,"Rare Disease, Dermatology",Gorlin Syndrome,NCT06050122
SLGL,Sol-Gel Technologies Ltd.,Patidegib Topical Gel with no active patidegib,PHASE3,Investigational,1,2026-08-31,Hedgehog pathway inhibitor,"Rare Disease, Dermatology",Gorlin Syndrome,NCT06050122
SLNO,"Soleno Therapeutics, Inc.",DCCR,PHASE3,Investigational,1,2028-06-30,Unknown,"Rare Disease, Metabolic/Endocrinology",Prader-Willi Syndrome,NCT05701774
SNPHY,"Santen Pharmaceutical Co., Ltd.",DE-117B Eye,PHASE3,Investigational,1,2026-03-31,Prostaglandin analog,Ophthalmology,Open Angle Glaucoma; Ocular Hypertension,NCT06666855
SNPHY,"Santen Pharmaceutical Co., Ltd.",Latanoprost,PHASE3,Marketed,1,2026-03-31,Prostaglandin analog,Ophthalmology,Open Angle Glaucoma; Ocular Hypertension,NCT06666855
SNPHY,"Santen Pharmaceutical Co., Ltd.",STN1013800,PHASE3,Investigational,1,2026-06-30,Unknown,Ophthalmology,Blepharoptosis,NCT06683651
SNPHY,"Santen Pharmaceutical Co., Ltd.",STN1013800 ophthalmic solution Liquid Base,PHASE3,Investigational,1,2026-06-30,Unknown,Ophthalmology,Blepharoptosis,NCT06683651
SNPHY,"Santen Pharmaceutical Co., Ltd.",without STN1013800,PHASE3,Investigational,1,2026-06-30,Unknown,Ophthalmology,Blepharoptosis,NCT06683651
SRPT,"Sarepta Therapeutics, Inc.",Eteplirsen,PHASE3,Marketed,1,2026-10-31,Antisense oligonucleotide,"Rare Disease, Musculoskeletal",Muscular Dystrophy; Duchenne,NCT03992430
SRPT,"Sarepta Therapeutics, Inc.",Glucocorticoid,PHASE3,Investigational,1,Passed,Glucocorticoid,Musculoskeletal,Limb-girdle Muscular Dystrophy,NCT06246513
SRPT,"Sarepta Therapeutics, Inc.",SRP-9003,PHASE3,Investigational,1,Passed,Gene therapy,"Rare Disease, Musculoskeletal",Limb-girdle Muscular Dystrophy,NCT06246513
STOK,"Stoke Therapeutics, Inc.",zorevunersen,PHASE3,Investigational,1,2027-03-31,Antisense oligonucleotide,"Neurology/CNS, Rare Disease",Dravet Syndrome,NCT06872125
SUPN,"Supernus Pharmaceuticals, Inc.",SPN-812,PHASE3,Investigational,1,2026-09-30,ADHD stimulant,"Neurology/CNS, Neurology/CNS",Attention-Deficit/Hyperactivity Disorder,NCT02736656
SUPN,"Supernus Pharmaceuticals, Inc.",apomorphine,PHASE3,Marketed,1,Passed,Dopamine agonist,Neurology/CNS,Idiopathic Parkinson's Disease,NCT02339064
SYMQY,SymBio Pharmaceuticals Limited,Brincidofovir,PHASE3,Marketed,1,2028-01-31,Nucleotide analog antiviral,Infectious Diseases,Adenovirus Infections,NCT07387367
SYMQY,SymBio Pharmaceuticals Limited,cidofovir,PHASE3,Marketed,1,2028-01-31,Nucleotide analog antiviral,Infectious Diseases,Adenovirus Infections,NCT07387367
TBPH,"Theravance Biopharma, Inc.",Ampreloxetine,PHASE3,Investigational,1,Passed,Norepinephrine reuptake inhibitor,Neurology/CNS,Symptomatic Neurogenic Orthostatic Hypotension; MSA - Multiple System Atrophy,NCT05696717
TGTX,"TG Therapeutics, Inc.",Fingolimod,PHASE3,Marketed,1,2030-01-01,Sphingosine-1-phosphate receptor modulator,Neurology/CNS,Relapsing Multiple Sclerosis,NCT07220252
TVTX,"Travere Therapeutics, Inc.",Dapagliflozin,PHASE3,Marketed,1,Passed,SGLT2 inhibitor,Urology/Nephrology,Immunoglobulin A Nephropathy,NCT03762850
TVTX,"Travere Therapeutics, Inc.",Irbesartan,PHASE3,Marketed,1,Passed,Angiotensin II receptor blocker,Urology/Nephrology,Focal Segmental Glomerulosclerosis,NCT03493685
TVTX,"Travere Therapeutics, Inc.",irbesartan,PHASE3,Marketed,1,Passed,Angiotensin II receptor blocker,Urology/Nephrology,Immunoglobulin A Nephropathy,NCT03762850
UCBJY,UCB SA,Brivaracetam Film-coated,PHASE3,Marketed,1,2030-03-01,SV2A modulator,Neurology/CNS,Childhood Absence Epilepsy; Juvenile Absence Epilepsy,NCT06315322
UCBJY,UCB SA,Certolizumab pegol,PHASE3,Marketed,1,2029-09-19,TNF inhibitor,"Immunology, Dermatology",Moderate Chronic Plaque Psoriasis; Severe Chronic Plaque Psoriasis; Mixed Guttate/Plaque Psoriasis,NCT04123795
UCBJY,UCB SA,DZP,PHASE3,Investigational,1,2028-05-31,Unknown,Immunology,Systemic Lupus Erythematosus,NCT06617325
UCBJY,UCB SA,Risankizumab,PHASE3,Marketed,1,Passed,IL-23 inhibitor,"Immunology, Musculoskeletal",Psoriatic Arthritis,NCT06624228
UCBJY,UCB SA,Staccato alprazolam,PHASE3,Investigational,1,2026-04-06,Benzodiazepine,Neurology/CNS,Stereotypical Prolonged Seizures,NCT05077904
UCBJY,UCB SA,ZX008 (Fenfluramine Hydrochloride),PHASE3,Marketed,1,2027-11-08,Serotonin transporter modulator,"Neurology/CNS, Rare Disease",CDKL5 Deficiency Disorder; Generalized Tonic Clonic Seizure; Epileptic Spasm; Refractory Seizures,NCT05064878
UCBJY,UCB SA,Zilucoplan®,PHASE3,Marketed,1,2027-12-01,Complement C5 inhibitor,Immunology,Generalized Myasthenia Gravis (gMG),NCT07215949
UCBJY,UCB SA,rozanolixizumab,PHASE3,Investigational,1,2026-06-08,FcRn inhibitor,Immunology,Generalized Myasthenia Gravis,NCT06149559
UCBJY,UCB SA,ustekinumab,PHASE3,Marketed,1,2028-08-21,IL-12/IL-23 inhibitor,"Immunology, Dermatology",Moderate to Severe Plaque Psoriasis,NCT06425549
UCBJY,UCB SA,zilucoplan (RA101495),PHASE3,Marketed,1,2026-06-02,Complement C5 inhibitor,Immunology,Generalized Myasthenia Gravis,NCT04225871
ULIHF,The United Laboratories International Holdings Limited,600 mg Ibuprofen,PHASE3,Marketed,1,2026-12-31,NSAID,"Musculoskeletal, Pain",Tibial Fractures; Pain,NCT07006675
ULIHF,The United Laboratories International Holdings Limited,Abemaciclib,PHASE3,Marketed,1,2030-10-31,CDK4/6 inhibitor,Others,Breast Cancer Female,NCT04584853
ULIHF,The United Laboratories International Holdings Limited,Anakinra,PHASE3,Investigational,1,2026-06-30,IL-1 receptor antagonist,"Immunology, Infectious Diseases",Severe Acute Respiratory Syndrome,NCT04381936
ULIHF,The United Laboratories International Holdings Limited,Aromatase Inhibitors,PHASE3,Marketed,1,Passed,Aromatase inhibitor,Others,Breast Cancer,NCT02338310
ULIHF,The United Laboratories International Holdings Limited,Baloxavir Marboxil,PHASE3,Marketed,1,2026-06-30,Viral polymerase inhibitor,Infectious Diseases,Severe Acute Respiratory Syndrome,NCT04381936
ULIHF,The United Laboratories International Holdings Limited,Baricitinib,PHASE3,Marketed,1,2026-06-30,JAK inhibitor,"Immunology, Infectious Diseases",Severe Acute Respiratory Syndrome,NCT04381936
ULIHF,The United Laboratories International Holdings Limited,Cisplatin,PHASE3,Marketed,1,2027-05-31,DNA crosslinking agent,Others,Squamous Cell Carcinoma of the Penis; Usual Type,NCT02305654
ULIHF,The United Laboratories International Holdings Limited,Cladribine (MAVENCLAD®),PHASE3,Marketed,1,2027-12-31,S1P receptor modulator,Neurology/CNS,Advanced Multiple Sclerosis; Progressive Multiple Sclerosis,NCT04695080
ULIHF,The United Laboratories International Holdings Limited,Colchicine,PHASE3,Marketed,1,2026-06-30,Anti-inflammatory,"Immunology, Infectious Diseases",Severe Acute Respiratory Syndrome,NCT04381936
ULIHF,The United Laboratories International Holdings Limited,Convalescent plasma,PHASE3,Marketed,1,2026-06-30,Antibody therapy,Infectious Diseases,Severe Acute Respiratory Syndrome,NCT04381936
ULIHF,The United Laboratories International Holdings Limited,Corticosteroid,PHASE3,Marketed,1,2026-06-30,Anti-inflammatory/Immunosuppressant,"Immunology, Infectious Diseases",Severe Acute Respiratory Syndrome,NCT04381936
ULIHF,The United Laboratories International Holdings Limited,Dimethyl fumarate,PHASE3,Marketed,1,2026-06-30,S1P receptor modulator,"Neurology/CNS, Infectious Diseases",Severe Acute Respiratory Syndrome,NCT04381936
ULIHF,The United Laboratories International Holdings Limited,Direct-Acting Oral Anticoagulants (used as per local standard practice),PHASE3,Marketed,1,2027-12-31,Anticoagulant,"Hematology, Neurology/CNS",Traumatic Intracranial Haemorrhage,NCT06322953
ULIHF,The United Laboratories International Holdings Limited,Empagliflozin,PHASE3,Marketed,1,2026-06-30,SGLT2 inhibitor,"Metabolic/Endocrinology, Infectious Diseases",Severe Acute Respiratory Syndrome,NCT04381936
ULIHF,The United Laboratories International Holdings Limited,Endocrine therapy (letrozole,PHASE3,Marketed,1,2030-10-31,Aromatase inhibitor,Others,Breast Cancer Female,NCT04584853
ULIHF,The United Laboratories International Holdings Limited,Ethambutol,PHASE3,Marketed,1,2027-09-30,Mycolic acid synthesis inhibitor,Infectious Diseases,Tuberculosis; Pulmonary; Lymph Node; Mycobacterium Tuberculosis,NCT06253715
ULIHF,The United Laboratories International Holdings Limited,Fentanyl Citrate,PHASE3,Marketed,1,2028-07-31,Opioid receptor agonist,Pain,Traumatic Injury,NCT05437575
ULIHF,The United Laboratories International Holdings Limited,G-CSF,PHASE3,Marketed,1,2031-06-01,Colony-stimulating factor,"Hematology, Others",Germ Cell Tumor; Teratoma; Choriocarcinoma; Germinoma; Mixed Germ Cell Tumor; Yolk Sac Tumor; Childhood Teratoma; Malignant Germ Cell Neoplasm; Extragonadal Seminoma; Non-seminomatous Germ Cell Tumor; Seminoma,NCT02375204
